video_id,yt8m_file,random_id,youtube_id,duration,views,labels
video_15567,train1808,WZDk,Fh-a4mv5oaI,177,158274,[  11   20   22   29   32  173  528 2172 2205]
video_15568,train1808,znDk,nXerGgeP7WM,183,149549,[ 66 766]
video_15569,train1808,0qDk,2iIw8iGFExE,160,98495,[ 126  220 2574]
video_15570,train1809,o7Dl,MxpsPLLQjeo,134,149896,[ 16 868]
video_15571,train1809,R0Dl,sIHrqyznri8,167,51470,[  11   20   29  229  771 2034]
video_15572,train1809,h3Dl,1jxmbNX_3bQ,268,62591,[ 21  23  24  73 209]
video_15573,train1809,eIDl,hQaVMZhlPOo,181,386628,[   5   16 1524 1862]
video_15574,train1809,gYDl,9lta_fCxhL0,208,54639,[146]
video_15575,train1809,4oDl,JrahHdNOmYQ,246,296910,[11]
video_15576,train1809,pODl,0VlzZ5GnmKk,192,147334,[8]
video_15577,train1809,TxDl,4XvsY2dxzzk,183,513461,[  25  157  681 1941]
video_15578,train1809,cKDl,TRwarxMTxZg,155,95617,[203]
video_15579,train1809,KUDl,NaBBOO0GigE,228,488316,[   0    1  409  443  872 1547 2511]
video_15580,train1809,78Dl,QYHBbMLk_cw,136,62594,[  2  75 208 745]
video_15581,train1809,3ODl,W-wXZMAZ7d0,261,234048,[  6 133 726]
video_15582,train1809,YPDl,8keWnIhlsLs,161,445415,[  0   1  42 111]
video_15583,train1809,UkDl,g_wmwazYnrA,196,391832,[  48  258 2460]
video_15584,train1809,qbDl,H056xbOZKTQ,182,108045,[  19 2748]
video_15585,train1809,FJDl,PbK7N01t7wY,172,159168,[238 274 366]
video_15586,train1809,bxDl,nVwvAbIKxh4,299,55435,[   2   75 2526]
video_15587,train1809,zcDl,uQwGRM4CSqY,177,500506,[   0    1   35  517 2022 2845]
video_15588,train1809,3JDl,CRz_RsCsBlo,298,84586,[   0    1 1722]
video_15589,train1809,gxDl,NqZ-RUBjZW8,157,310210,[  2   7 297]
video_15590,train1809,u7Dl,JtafJ-ggwE0,140,242734,[  0   1 438]
video_15591,train1809,cwDl,tYX8jIlx1QQ,216,64911,[  2  30 196]
video_15592,train1809,RvDl,vFGh-tDmkNc,192,62843,[  2   7  75 165 172]
video_15593,train1810,FBDm,xZO4gubuP5Y,121,2438494,[ 5 16]
video_15594,train1810,ysDm,pkWdfpTUGfE,200,227794,[ 82 103 118]
video_15595,train1810,oeDm,jAXYSj-iVxw,250,264771,[  0  52  70 125]
video_15596,train1810,vZDm,EbZOT1vZ45A,238,156657,[11 20 22 29 32]
video_15597,train1810,bKDm,iQ3EBuIdN0k,275,2325394,[727]
video_15598,train1810,ZiDm,F_NnA_uJOW4,284,449191,[  2   7  64  95 135 149 297 742]
video_15599,train1810,ewDm,1jOFyznf53w,153,94937,[25]
video_15600,train1810,urDm,lk-jQUWLXUM,272,224862,[ 39 648]
video_15601,train1810,ugDm,iCs5fkQpS5g,267,54784,[50 65]
video_15602,train1810,bMDm,v7UBznKKCck,159,402763,[   2   76  227  446 1314]
video_15603,train1810,9bDm,NcMpFCX3JWY,232,230413,[  8  71 152]
video_15604,train1810,cVDm,XTyX0zPj5Z0,165,150570,[ 16 441]
video_15605,train1810,BzDm,mA9xh9u9gFk,129,181126,[   5   16 2030]
video_15606,train1810,NPDm,sPj6Sjp6iPk,223,67053,[  0   1  42 306]
video_15607,train1810,0kDm,1TmYJ394hTI,182,200187,[1172]
video_15608,train1810,LODm,xfGETKNxgV4,170,101134,[6]
video_15609,train1810,yeDm,W_TjR6dKMFw,276,341798,[  11   20   22   29   32  120  426  692  767 1209 2775]
video_15610,train1810,yIDm,pHvr6a2DHOU,295,501897,[  2  44  46 107 109 114]
video_15611,train1810,iCDm,C_764TDGpjk,255,64985,[   5 1895]
video_15612,train1810,dLDm,teBL013gSeE,169,72439,[ 688 1663 1763]
video_15613,train1810,vmDm,Ag9rEHMTtfQ,279,308706,[ 420  899 3120]
video_15614,train1810,BgDm,mYvW7CRC3rk,272,1611704,[  5 144 190]
video_15615,train1810,8MDm,IvTjkwhR4pE,268,176524,[191 248 299 985]
video_15616,train1810,HIDm,YZKqpoVX3t4,204,5121869,[341 652]
video_15617,train1810,XWDm,hwfY_hj1iL8,250,58721,[  0   1  35  85 294]
video_15618,train1811,rTDn,cgXTRSSX3cc,149,1389239,[734]
video_15619,train1811,o7Dn,7PzZeMPSBxw,261,380964,[  0   1  36 403]
video_15620,train1811,dWDn,rpG1m_ZEQG4,286,118172,[ 6  8 61]
video_15621,train1811,8BDn,DCePG2ta47s,196,73139,[  0   1 124 317]
video_15622,train1811,9iDn,XIGAI_yAD9A,207,100444,[  72  907 1328 1417 2229]
video_15623,train1811,n1Dn,n_YIBWTUsXs,235,59426,[12]
video_15624,train1811,UoDn,8Ex30EuQUGg,212,69008,[11 20 22 29 32]
video_15625,train1811,pTDn,4DVn60cAuoM,293,90357,[  2  30  55 408 515]
video_15626,train1811,XhDn,5gpAoSCRg7Y,132,179976,[26]
video_15627,train1811,jkDn,Vp1yhuH7mfU,256,78312,[  39  156  338  529 1104]
video_15628,train1811,HpDn,Zuh3KEfoZKA,144,63544,[  0   1 192 561]
video_15629,train1811,GADn,NeM5NaFoWkw,144,69776,[  5  49 265]
video_15630,train1811,vsDn,4z1Zk0ZVYRc,264,205097,[  11   20   22   29   32  120  173 1156 3059]
video_15631,train1811,P6Dn,fB-3uqzKLNs,164,74788,[388 993]
video_15632,train1811,ERDn,shas7Rf3-CQ,233,209553,[8]
video_15633,train1811,VLDn,hAxBWRLyh3A,228,215927,[ 606 2351]
video_15634,train1811,tbDn,uEbVDYSAqw4,261,87602,[  11   20   22   29   32  112  120  430  559  679 1168 3175]
video_15635,train1811,24Dn,rkS3RKQNMQc,170,144594,[   2    7  197  464  495  710 1282]
video_15636,train1812,wxDo,PDB35TjgApY,188,87514,[   5   16 3324]
video_15637,train1812,xGDo,aqf7FRbLPww,226,71376,[1280]
video_15638,train1812,RJDo,k28RgBA1F08,227,88855,[1019]
video_15639,train1812,NHDo,VCqat7o3eY0,283,57926,[  0  63 336]
video_15640,train1812,f1Do,VCDFEQzjIRM,190,3051558,[368]
video_15641,train1812,hBDo,rFcTX8_60Ho,247,68734,[ 0  1 85]
video_15642,train1812,pODo,UygPcBCFRrA,121,9690837,[974]
video_15643,train1812,XgDo,0ax1S6Ud96k,142,143327,[ 0 12]
video_15644,train1812,vMDo,UNVBvcaFwDM,209,73582,[71]
video_15645,train1812,YIDo,E-mlCjBGeEY,216,50332,[2 7]
video_15646,train1812,EHDo,WLF7DtTvZHw,257,340175,[ 11  20  22  32 123 250 462 637]
video_15647,train1812,cIDo,PYNoaoTZacY,249,64669,[  73  275 1066]
video_15648,train1812,cbDo,5lVsFMWQk2I,171,170329,[ 0  1 27]
video_15649,train1812,jZDo,fjxxrrHt7P0,156,68178,[ 11 767]
video_15650,train1812,CIDo,ZxIpMBD01x0,252,64135,[3822]
video_15651,train1812,fADo,NXzAcKNS4Es,206,215200,[   0    1   25  153  777 3660]
video_15652,train1812,8sDo,1RgYt4QwzMo,148,197280,[25]
video_15653,train1812,qUDo,OfR_zWTyICE,172,76458,[962]
video_15654,train1812,CgDo,w9sAT13EcyU,275,1051929,[  0   1  16 157]
video_15655,train1812,hxDo,xw-_2S-_nFI,123,240773,[16]
video_15656,train1812,DQDo,n7rcK3Fy9BA,244,122860,[ 2  7 90]
video_15657,train1812,JNDo,P-7_CbevKVI,279,52658,[  15   18   87 3263]
video_15658,train1812,lTDo,9Kmi1NFwZBk,239,171276,[  66  401  953 1248]
video_15659,train1812,DxDo,VwwQSMBCPNA,174,92318,[  11   20  250 1016]
video_15660,train1813,D4Dp,3EYjIyVXRGM,239,71588,[  21   23   24  115  520 1306]
video_15661,train1813,RgDp,68TAaGVaMhQ,250,228535,[251 277 400]
video_15662,train1813,DcDp,VnrpiwZrheI,213,98751,[  2 166 544]
video_15663,train1813,LrDp,G_UbOl50E4s,220,58296,[0 1]
video_15664,train1813,GyDp,GRm0r3FTSsc,144,232765,[   2    7   95  135  172  235 1628]
video_15665,train1813,YiDp,_hESmtEV1XY,215,68133,[  2   7 437]
video_15666,train1813,YQDp,MG7z-vqIjEY,224,452368,[ 82 103 118 440]
video_15667,train1813,fgDp,j-PX8ukhNpo,251,1104505,[   0   21   23   24  343  858 2778]
video_15668,train1813,BWDp,RemkrRsIeyc,125,76851,[  11   20  996 1379]
video_15669,train1813,D7Dp,Rt4YSZpTMKg,150,66011,[ 53  58 214]
video_15670,train1813,hJDp,VxLP6ni8vVo,216,52633,[2605]
video_15671,train1813,0kDp,caQa7-7ZCR4,297,248169,[ 21  23  24  73  74 131 209]
video_15672,train1813,exDp,0Luh1xUJ19E,226,1756499,[ 26 194 260]
video_15673,train1813,mRDp,xUhi8Zlqcnc,168,117781,[ 0 12]
video_15674,train1813,j5Dp,r651M_uiK5M,261,102592,[   0    1    5   81  108 1809]
video_15675,train1813,fKDp,0c6_gwsCJ1o,229,529057,[12]
video_15676,train1813,6ZDp,wmZOXTFLE_Y,178,132938,[  2   7  17  19 129]
video_15677,train1813,szDp,FHxcbkFmVbE,266,87536,[ 21  23  24  74 131 187 617]
video_15678,train1813,0hDp,kRrratRvjDI,260,61248,[  5 662]
video_15679,train1814,6KDq,bROg3ZYhFFA,246,283362,[  15  239  686 1714]
video_15680,train1814,FPDq,wElzmkb6c9Q,163,773041,[3135]
video_15681,train1814,v2Dq,XBbPsvMpxCQ,237,116853,[  11 1017]
video_15682,train1814,jgDq,uB7sgLqs4a4,139,58017,[ 5 84]
video_15683,train1814,SqDq,bIjignIGJEA,182,81494,[  11  229 1049]
video_15684,train1814,QwDq,s42F6bXV2dk,261,269728,[50 65]
video_15685,train1814,uvDq,vCqlbxU9inY,262,126857,[251]
video_15686,train1814,HzDq,NJVvMSNa14I,289,88710,[25]
video_15687,train1814,rnDq,IYmKEKGPPyk,227,975804,[  2   7 116 531]
video_15688,train1814,cJDq,k62D3giTZ0Y,253,50880,[   5  434 2456]
video_15689,train1814,2VDq,fxVggRYjrNU,176,100318,[  26  130  259 1329]
video_15690,train1814,AKDq,ZLyqZMhU0MI,181,51742,[1455]
video_15691,train1814,mUDq,FRah9_LFBVg,200,53672,[2234]
video_15692,train1814,U6Dq,GCUgxsGRRUI,175,91025,[  15   96 3633]
video_15693,train1814,zoDq,yHJRy2jiT_0,133,135708,[182 958]
video_15694,train1814,C1Dq,ktjaFH95m5I,224,252779,[  0   5 900]
video_15695,train1814,WIDq,nH5CKGLEDDc,177,77835,[2982]
video_15696,train1814,KcDq,Yed9jg_UJOQ,139,104338,[175]
video_15697,train1814,R8Dq,5TBhW58Y9To,134,927806,[ 11  22  29 368]
video_15698,train1814,Q2Dq,I251DGOTqFU,297,102698,[  15  126 2806]
video_15699,train1815,4bDr,HiixbtN-O24,139,1055648,[25]
video_15700,train1815,BlDr,w80tdUhVp8U,199,73544,[ 400 1299 2305]
video_15701,train1815,wUDr,qMFXOjvXz44,253,177047,[ 71 152]
video_15702,train1815,32Dr,m0eNGFXEyNw,141,103341,[  0   1 111]
video_15703,train1815,T8Dr,LiKpHr8RLBs,138,185190,[  21   23   24 3136 3360]
video_15704,train1815,cbDr,gm-6MMOJC7Q,199,262748,[  11   20   32 2691]
video_15705,train1815,o4Dr,JwAtZpcfXHk,272,225317,[  0   1 534]
video_15706,train1815,m8Dr,WA3oxYfwg2o,198,100966,[   0    1   35   85 1494]
video_15707,train1815,TpDr,MXB3jg0JURU,225,452709,[16]
video_15708,train1815,IQDr,rtg3Wh0jKBM,192,50888,[  1  25  36 423]
video_15709,train1815,2BDr,ItGiY4dztf0,281,58953,[66]
video_15710,train1815,6pDr,6ydYCOegTXI,153,226344,[12]
video_15711,train1815,lEDr,CzCiRqxXEZE,207,70917,[  0 111]
video_15712,train1815,MLDr,CegRsTC4jEY,241,54490,[ 46 155 264 377]
video_15713,train1815,42Dr,qHIQlBQvzU0,159,63057,[412 447]
video_15714,train1815,roDr,AW1iNOZdCxg,222,141380,[ 18  43  59 101]
video_15715,train1815,zADr,lu4g_QBaB4M,193,52472,[ 15  18  96 463 708]
video_15716,train1815,H9Dr,ir3l0KyN6nQ,245,88564,[71]
video_15717,train1815,0ADr,WFfLcIQb6hI,139,9909272,[   2   46  451 1128 1673]
video_15718,train1815,Z7Dr,uj7nAaM87J8,235,1033738,[8]
video_15719,train1815,NyDr,z1eHAn__iXY,172,337737,[ 11 580 791]
video_15720,train1816,PEDs,Fko6stDaQnk,247,53473,[21 23 24]
video_15721,train1816,srDs,ASwm67vFXEE,229,65873,[41]
video_15722,train1816,IbDs,x9eXQioCCZg,204,195339,[ 0  1 27]
video_15723,train1816,sZDs,2XAg9GwAJa0,237,187024,[133]
video_15724,train1816,6QDs,SfXT3VM7QFk,188,66822,[ 0 12]
video_15725,train1816,MgDs,Z9QmC2uTncQ,218,91783,[ 21  23  24 775]
video_15726,train1816,v8Ds,nes8CBcm3YI,271,55356,[ 688 1663 1763]
video_15727,train1816,Q0Ds,bj6Uz7RBoqE,135,547266,[25]
video_15728,train1816,sJDs,l_oRdwUlDh0,124,228013,[25]
video_15729,train1816,HRDs,gm6gpme31Vg,152,66441,[  43  693 1007]
video_15730,train1816,yLDs,ZkGLhbABH9k,294,61546,[ 24  74 131 209]
video_15731,train1816,luDs,aHZjlYfMoV4,124,55167,[ 11 229 877 883]
video_15732,train1816,IMDs,EFcl25L94UA,223,280545,[  25  136 3322 3677]
video_15733,train1816,iyDs,6D6ceB51c8Q,254,202732,[12]
video_15734,train1816,LLDs,tG0ZHZc96rY,238,240331,[  15   18   96 1863]
video_15735,train1816,cODs,lROKQ2VRazU,281,69713,[  0   1   5 928]
video_15736,train1816,nADs,hC3Fnswk0AU,272,336182,[ 5 16]
video_15737,train1816,MIDs,5_aSDebZLd4,217,101658,[0 5]
video_15738,train1816,3ADs,ceTBcVLeUtI,157,9811164,[ 25 734]
video_15739,train1816,vyDs,MabWpP62b1E,241,72860,[  15  363 2401]
video_15740,train1816,AUDs,MOOQSU7hWDA,202,754733,[  0   1  16 157 681]
video_15741,train1816,DnDs,N6n2yT_wZ6U,125,90301,[ 84 169 476]
video_15742,train1816,bVDs,4vzcL2qY9_4,279,116006,[   2    7   17   19  198  283  457 3474]
video_15743,train1816,6XDs,pN0iCuEeRa4,125,64241,[0]
video_15744,train1816,IGDs,FIbr-xtxXPc,281,542127,[ 11 883]
video_15745,train1816,ccDs,hNsAyAGqfL0,132,92946,[300]
video_15746,train1817,hADt,8awENMM-zAk,200,78740,[   2    7   95  116  297 1373 1397]
video_15747,train1817,QoDt,qb6koDpX4FU,189,166072,[   2    7  197  198  495  710 1282]
video_15748,train1817,UNDt,y5oC7Xf609M,178,258980,[   0 1041]
video_15749,train1817,KSDt,szFE-ZdHRJM,232,82925,[5]
video_15750,train1817,QZDt,O88Z_ZPbQgo,194,95507,[ 291  353 1007]
video_15751,train1817,DkDt,0LtHw4EWxjg,147,371303,[362]
video_15752,train1817,m4Dt,mB5OIYAzGrA,295,98483,[   2   30  724 1276 1407]
video_15753,train1817,VZDt,k4HYGR_ZBXM,203,50789,[   0    1   35  613 2939]
video_15754,train1817,T8Dt,iv8Ll_41LPA,143,125794,[ 238  274  366 2259]
video_15755,train1817,UzDt,Yy8OdRggFzQ,187,425259,[   2    7 1005 1040]
video_15756,train1817,5jDt,m9qo8CG_Q0g,156,2800112,[ 0 12]
video_15757,train1817,kUDt,qnSh1CoIYvo,153,88532,[  0   1 762]
video_15758,train1817,irDt,SMlrtYKU8yY,209,448360,[  11 1077 2592]
video_15759,train1817,AyDt,lJIPM69YQNY,163,59149,[ 25 734]
video_15760,train1817,YpDt,6L1sWZCeCgw,133,93714,[   0    1 1520]
video_15761,train1817,kDDt,QLajo84KNNA,172,848175,[ 2 30]
video_15762,train1817,8bDt,_iJ3kZMTwP4,167,118802,[1288]
video_15763,train1817,1bDt,DdOiQUQ6C_k,203,90989,[ 21  23  24  73 949]
video_15764,train1817,0VDt,Pr547S-gMOY,136,95069,[  11 1203]
video_15765,train1817,mfDt,_cR9InKVIJ8,161,91888,[329]
video_15766,train1817,5sDt,V4u0L30jihM,259,143835,[  5 136]
video_15767,train1817,mJDt,c_C3NWxgEes,128,311974,[ 5 16]
video_15768,train1817,HrDt,1GLImW9aoLk,291,398443,[1075]
video_15769,train1817,3iDt,kNFpIJXwYCo,121,165994,[  11   20   22   29   32 1209]
video_15770,train1817,cVDt,SyJVDmqfhoE,294,507574,[6 8]
video_15771,train1818,SYDu,Ik8Qhy6JOvk,266,81627,[5]
video_15772,train1818,KTDu,P10AWBi4-y8,163,469506,[ 25 734]
video_15773,train1818,DIDu,3BQj-qO94_I,127,110860,[956]
video_15774,train1818,maDu,yOjQzfGsS3g,193,116123,[ 61 599]
video_15775,train1818,CXDu,Dmx2zCQFgUU,247,366301,[  5 136]
video_15776,train1818,bxDu,UbDE0g8oZ3Y,266,104888,[2369]
video_15777,train1818,dHDu,L1gYDZTLNN4,198,183514,[2083]
video_15778,train1818,elDu,MUk6tJsdWC4,226,108207,[ 15  18  67 140]
video_15779,train1818,JfDu,LH3gxTBXsSk,192,51962,[  2   7 620 783 804]
video_15780,train1818,G0Du,-fiK92lIGss,285,180604,[  6 133 325]
video_15781,train1818,c5Du,6hrvsfjWrAU,171,75703,[  0   1 357 372]
video_15782,train1818,bgDu,Sx_INEagiaE,262,78579,[  15   83  313  397 2394]
video_15783,train1818,I7Du,BSGBFfWkCKk,162,324962,[311]
video_15784,train1818,JWDu,NbuvJMVGxHU,156,190373,[ 2  7 17]
video_15785,train1818,NjDu,KGauGMv6r6I,216,139853,[  2  56 218]
video_15786,train1818,13Du,dHUaGIwixYI,160,318988,[  0   1   5 577]
video_15787,train1818,BYDu,Dqd3irobwa4,123,133301,[ 11  20  22  29  32 120]
video_15788,train1818,SZDu,Dnyt0-vm1sc,131,58794,[   0    1   25  478 1111]
video_15789,train1818,JKDu,nho6JBLJ4oU,210,402245,[   5   41 1706]
video_15790,train1818,h1Du,tjvTdTHdTP8,199,344584,[   2    7  224  413 1144 2244]
video_15791,train1819,oCDv,xpcqsJhOgHA,216,54601,[  8 150 827 853]
video_15792,train1819,uADv,oDv3QHZgQ6U,261,435203,[ 71 152]
video_15793,train1819,4sDv,iZHHhA6Zd98,147,73434,[   0    1   73  288  322  409  943 2511]
video_15794,train1819,GqDv,GNpxJ6KQY_U,133,52071,[ 0 52]
video_15795,train1819,NMDv,J1SHQld-uUk,203,101724,[0 5]
video_15796,train1819,10Dv,Qy4yPzMCSwA,193,229709,[356]
video_15797,train1819,iQDv,Igx2sBrCgd0,236,707271,[ 11 126 302]
video_15798,train1819,u0Dv,DEyULvNXBmo,166,101127,[ 0 52 70]
video_15799,train1819,TsDv,rtX8VWpnzl8,129,252463,[25]
video_15800,train1819,CPDv,946pC3vq4As,143,343586,[ 871 1226]
video_15801,train1819,p9Dv,CQ6xIXfv_oI,162,475169,[291]
video_15802,train1819,MGDv,K-r11QM1iWc,198,121552,[   0 2627]
video_15803,train1819,7HDv,htt-8RvRHUg,159,634317,[ 11  20  22  32 430 713]
video_15804,train1819,ODDv,lJYXmhOaxJQ,287,593019,[  2  17  30  55 837]
video_15805,train1819,GRDv,XPYAYeEBgQM,211,119451,[   2    7  213  283  457 2199]
video_15806,train1819,OtDv,bTd81dlRQiE,238,546744,[ 251  270  646 1470 2361]
video_15807,train1819,C0Dv,H0sd9Kg3Tgo,222,78888,[100 356]
video_15808,train1819,qHDv,wBq6UbSAPvI,208,644480,[ 11 728]
video_15809,train1819,6TDv,lY5BbwC_Wa0,205,71723,[   2    7  283  457 1429 3385 3474]
video_15810,train1819,HZDv,W75fWCisg7k,242,166882,[533]
video_15811,train1819,esDv,oYvvVITDlUE,177,127026,[2 7]
video_15812,train1819,vNDv,bb6KBrYqz2s,170,422476,[ 109  162  186  377 1487 3708]
video_15813,train1819,AZDv,_vqoAV4etLQ,167,65423,[  0   1  36 403 898]
video_15814,train1819,8ODv,bnrZ0mfD66Y,160,88583,[  2   7  83 541]
video_15815,train1819,dqDv,9_sWgIWWLLM,140,108232,[ 82 160]
video_15816,train1819,AnDv,nHDmQ9Q30I0,172,203262,[ 5 16]
video_15817,train1819,iaDv,SOMcXSbtAuE,191,76357,[260 371]
video_15818,train1819,1GDv,YN0I8SLEpxw,160,68743,[   2    7  116  573  841 2074]
video_15819,train1819,AqDv,PaRlOG7twnc,253,4123271,[133]
video_15820,train1819,NbDv,_Ws3LZBXCnc,238,946057,[   5   16 1448 1949]
video_15821,train1819,gIDv,_RWYGz8F4_Y,260,79990,[2 7]
video_15822,train1820,xODw,KUdRAH3c3H0,177,562746,[ 5 16]
video_15823,train1820,fBDw,XXlWH5Nt7fM,262,73417,[ 39 866]
video_15824,train1820,wWDw,tVGRsZV8gRk,179,119712,[ 39  50  65  66 503]
video_15825,train1820,X5Dw,vT-y1HTAlnU,190,268783,[   5   49 1451]
video_15826,train1820,0pDw,K77UvaiHii0,149,197504,[146 158 439]
video_15827,train1820,O7Dw,jmshKEQ_GJk,234,213071,[ 0  5 16]
video_15828,train1820,XVDw,k7Zvp-XSfzk,201,137796,[ 74 187 200 275]
video_15829,train1820,eeDw,c82gXG_NC5E,157,58942,[   2    7  235  508 1106]
video_15830,train1820,f0Dw,LkvsWBfmgtw,158,133275,[ 700 1430]
video_15831,train1820,RxDw,JXR2oZxyzik,224,329074,[  0   1  42 290 431 586]
video_15832,train1820,n6Dw,MW3QcsrtqII,279,100353,[   8 3473]
video_15833,train1820,BbDw,XPX_ydu0EVU,267,78810,[ 181 2024]
video_15834,train1820,XxDw,F3RSzx7_gvQ,266,65060,[ 2 30 55]
video_15835,train1820,yeDw,BdV0B_Oqv5s,155,139445,[21]
video_15836,train1820,E7Dw,FZB0Ss-d-wQ,259,181851,[ 62 160 273]
video_15837,train1820,HdDw,rF33TDEV3Mk,279,77489,[  2  30  53  58 608]
video_15838,train1820,5lDw,WHzM3unbE_E,233,260109,[5]
video_15839,train1820,gmDw,JeZQXxj2dxg,256,625993,[   2    7   51  208  869 1134]
video_15840,train1820,oIDw,v-91lBPy8QA,132,321783,[35 85]
video_15841,train1820,eDDw,pu8B4FlIJ5Y,215,52186,[  0  63 167]
video_15842,train1820,o3Dw,ZVsqyOQgjNE,220,118404,[  11   20   22  250 2436]
video_15843,train1820,T0Dw,OYfNaserIWo,239,102180,[  2   7 197 316 756]
video_15844,train1820,CvDw,lj18GqVzohE,213,104970,[  0   1  69 436]
video_15845,train1820,zTDw,r4d4UXSJXig,272,653353,[41]
video_15846,train1821,RbDx,tLvkN_vaDtU,191,79608,[ 260 2677]
video_15847,train1821,JnDx,W5BI8umqX30,253,64828,[ 341  652 1241 1584]
video_15848,train1821,BQDx,ZnNCK5Q59Yo,139,155262,[ 55 885]
video_15849,train1821,OnDx,MwmkrN4fmVA,229,493372,[1117]
video_15850,train1821,DyDx,z2geBHOEL14,167,51725,[  11   20   22   29   32  123  176  211  370  483 2398]
video_15851,train1821,TXDx,FfX13UviLEs,204,1184950,[  0   1 438]
video_15852,train1821,KyDx,9n9ZFy_YM44,254,771351,[ 62 251 270 993]
video_15853,train1821,HaDx,kGP7hkDEnLg,160,78110,[2023]
video_15854,train1821,UoDx,7VaEYaOkLfI,144,342168,[  5  16 445 581]
video_15855,train1821,T6Dx,dWX0Blu5MY0,233,51342,[391]
video_15856,train1821,nnDx,JT8toikD-TQ,175,87712,[638]
video_15857,train1821,xtDx,YkH-29_EaUo,276,50262,[12]
video_15858,train1821,MhDx,TY-NyE8uSgg,153,202681,[ 50  65 355 913]
video_15859,train1821,47Dx,ktFKwJCjsuU,133,160648,[   2    7   90  280 1769]
video_15860,train1821,23Dx,ux0uWHeAZ7U,292,153724,[   2  104  218 1805]
video_15861,train1821,2NDx,MMdrxQldbww,128,13672026,[   5   16  362 2855]
video_15862,train1821,IJDx,dDdX3g7lDu4,252,185370,[   0    1   27 1469]
video_15863,train1821,26Dx,e6C8IEPjs5Y,220,64401,[599 638]
video_15864,train1821,38Dx,l4Fv2PW45Rs,256,120078,[  0   1  36 367]
video_15865,train1822,avDy,BIreQivxuaM,151,596273,[  2   7  75 500]
video_15866,train1822,DkDy,heCBJXBffTk,126,54844,[   2    7  375  420 1142]
video_15867,train1822,bbDy,3nNaDLEwFhM,209,60366,[  2   7 197 198 316]
video_15868,train1822,7NDy,-VFHsRt5_dk,287,63343,[ 2 30]
video_15869,train1822,CWDy,FY2kKLvUL2c,161,7532987,[ 25 595 660 734]
video_15870,train1822,H0Dy,4ccB46jDR4U,168,125906,[0 1]
video_15871,train1822,3QDy,9CJqbw8AsbA,127,91056,[25]
video_15872,train1822,f0Dy,1sHcJdfkQ_8,263,1117811,[ 2 45 51 56 77]
video_15873,train1822,LwDy,Wh-lHWHrH58,123,55952,[25]
video_15874,train1822,UiDy,dcL0dzLhfL0,215,558050,[15 18 87]
video_15875,train1822,51Dy,F3KzEb-lguY,193,232550,[ 0 12]
video_15876,train1822,6CDy,VA8XjdSwxMc,125,57205,[  2  30  55 196]
video_15877,train1822,pLDy,Fuxwb25InjQ,183,142504,[398 501]
video_15878,train1822,5yDy,AHqyVUfciGk,152,72338,[ 15  18  43  59  60 823]
video_15879,train1822,gfDy,nVXa7IvZBXE,289,231396,[ 39 121 156 338]
video_15880,train1822,RqDy,BQjhjaO3l9c,257,254410,[ 0 26]
video_15881,train1822,r4Dy,1WerGd5opsk,158,55853,[11]
video_15882,train1822,ytDy,7KR5qgAqP-0,289,64292,[  0   1 535]
video_15883,train1822,fWDy,mDcub-ZaN9M,167,162161,[ 15  18  67 170]
video_15884,train1822,fnDy,BIZEU2JAr8U,187,339004,[11 20 22 29 32]
video_15885,train1822,jqDy,VoGJ8UK-NAE,271,70702,[  11   20   22   29   32  112  120  559 2172 3175]
video_15886,train1823,prDz,zLRXfdHkcgc,213,86963,[ 53  58 166 228]
video_15887,train1823,0BDz,hHBACjJiVC8,293,4228793,[939]
video_15888,train1823,KeDz,oPFBtbx7Q1o,171,69046,[1]
video_15889,train1823,0nDz,ZI4gsQbnzD0,191,55504,[ 50  65  66 355 781]
video_15890,train1823,s6Dz,_ZQ-u0Ljp20,154,142829,[ 220 1077 1838]
video_15891,train1823,nFDz,VuYgICoMer8,223,158909,[5]
video_15892,train1823,ujDz,IFZhxNevtQo,177,186775,[   0    1   63  538 1137]
video_15893,train1823,ugDz,XTV1THUS8-U,292,156333,[12 52]
video_15894,train1823,UmDz,G16e5Guy4co,166,205968,[  0   1   5 577]
video_15895,train1823,ZzDz,gTpE4RveEMQ,204,56252,[308]
video_15896,train1823,fCDz,hh8P3hpMqqo,166,52284,[11 20]
video_15897,train1823,A2Dz,8jEcjmtTKBc,214,108629,[215 611]
video_15898,train1823,3vDz,rboMHpT8D9M,136,141156,[   2    7  171  235 1435 1789]
video_15899,train1823,dVDz,9QdUnrfZzjA,293,70338,[ 20  29  32 406]
video_15900,train1823,L6Dz,uQTPwhUTGUM,124,53640,[  2  30  55 196]
video_15901,train1823,tGDz,88mSR-ZieJc,224,88800,[2 7]
video_15902,train1824,PkDA,e79GN3eTHoU,277,53326,[ 39 121 156 338]
video_15903,train1824,gaDA,h_bdvpo-Xx4,143,68856,[ 88 402 428]
video_15904,train1824,3gDA,RwyrE_-JcTo,141,161113,[   0    1   35  896 1327 1834]
video_15905,train1824,L5DA,aCpvtx2u9ec,243,78612,[ 0 74]
video_15906,train1824,GXDA,ElRo2gi3cbw,286,50091,[   2    7 1003 3275]
video_15907,train1824,wADA,L8dx6E-SGMg,197,61687,[2 7]
video_15908,train1824,KIDA,V4-jESpQS78,174,174770,[1570]
video_15909,train1824,PzDA,y1sGTztX_2Q,279,125070,[ 66 148 253 766]
